Wind MFI data, 1 minute resolution, GSM coordinates
Year  DOY  millisecs            B          Bx          By          Bz
                               nT          nT          nT          nT
2012  1  31170000          4.29         2.35         3.53        -0.54
2012  1  31230000          3.86         1.16         3.26         1.57
2012  1  31290000          4.01         0.39         3.75         1.30
2012  1  31350000          3.92        -0.10         3.89         0.28
2012  1  31410000          3.79         0.43         3.74        -0.26
2012  1  31470000          3.95         1.02         3.19        -0.13
2012  1  31530000          3.84         1.50         3.25         1.17
2012  1  31590000          3.92         1.70         3.34         1.03
2012  1  31650000          3.81         1.09         3.62         0.32
2012  1  31710000          3.81         1.27         3.50         0.67
2012  1  31770000          4.08         2.33         2.80         1.72
2012  1  31830000          4.31         2.69         2.70         2.01
2012  1  31890000          4.19         2.56         2.65         2.00
2012  1  31950000          4.21         2.46         2.71         2.05
2012  1  32010000          4.18         2.32         2.74         2.14
2012  1  32070000          4.20         2.28         2.70         2.27
2012  1  32130000          4.14         2.13         2.60         2.42
2012  1  32190000          4.20         1.95         2.79         2.46
2012  1  32250000          4.33         2.22         2.76         2.48
2012  1  32310000          3.99         2.40         2.45         1.90
2012  1  32370000          3.99        -0.17         3.55         1.38
2012  1  32430000          4.10        -1.56         3.72         0.31
2012  1  32490000          3.41        -2.04         2.42        -0.76
2012  1  32550000          3.27        -2.31         1.63        -1.61
2012  1  32610000          3.12        -1.93         2.34        -0.37
2012  1  32670000          3.03        -1.58         2.41         0.72
2012  1  32730000          3.21        -1.80         2.64         0.03
2012  1  32790000          3.04        -1.38         2.69        -0.21
2012  1  32850000          3.04        -1.17         2.79        -0.11
2012  1  32910000          2.91         0.30         2.60         0.58
2012  1  32970000          3.02         0.99         2.70         0.86
2012  1  33030000          3.05         0.52         2.97         0.25
2012  1  33090000          3.11         0.15         3.08        -0.33
2012  1  33150000          3.00        -0.23         2.88        -0.80
2012  1  33210000          3.10        -0.08         3.01        -0.41
2012  1  33270000          3.38        -0.19         2.98        -0.35
2012  1  33330000          4.18         2.34         2.94         1.77
2012  1  33390000          4.42         2.47         2.64         2.53
2012  1  33450000          4.21         2.59         2.50         2.17
2012  1  33510000          4.24         2.54         2.66         2.07
2012  1  33570000          4.14         2.34         2.92         1.76
2012  1  33630000          4.19         2.73         2.79         1.46
2012  1  33690000          4.16         2.31         3.10         1.38
2012  1  33750000          4.34         2.99         2.38         2.02
2012  1  33810000          4.33         3.20         2.41         1.64
2012  1  33870000          4.38         3.10         2.61         1.65
2012  1  33930000          4.45         3.21         2.51         1.71
2012  1  33990000          4.51         2.69         3.01         1.97
2012  1  34050000          4.61         3.24         2.59         1.93
2012  1  34110000          4.64         3.36         2.60         1.85
2012  1  34170000          4.55         3.25         2.55         1.86
2012  1  34230000          4.66         3.26         2.64         1.99
2012  1  34290000          4.69         2.82         3.16         2.00
2012  1  34350000          4.68         2.78         3.36         1.68
2012  1  34410000          4.62         2.73         3.39         1.55
2012  1  34470000          4.58         2.72         3.17         1.85
2012  1  34530000          4.49         2.75         3.00         1.89
2012  1  34590000          4.43         2.68         2.96         1.92
2012  1  34650000          4.45         2.70         3.03         1.81
2012  1  34710000          4.43         2.55         3.09         1.88
2012  1  34770000          4.45         2.47         3.24         1.78
2012  1  34830000          4.46         2.53         3.17         1.86
2012  1  34890000          4.45         2.55         3.10         1.87
2012  1  34950000          4.18         2.84         2.28         2.04
2012  1  35010000          4.02         2.64         2.37         1.87
2012  1  35070000          4.12         2.57         2.57         1.93
2012  1  35130000          3.75         2.01         2.43         1.97
2012  1  35190000          3.48         1.75         2.87         0.72
2012  1  35250000          3.40         1.40         2.89         1.06
2012  1  35310000          3.52         1.25         3.03         1.11
2012  1  35370000          3.50         1.68         2.81         1.07
2012  1  35430000          4.37         0.56         3.36         1.47
2012  1  35490000          4.32        -3.17         1.28        -1.23
2012  1  35550000          5.57        -5.17        -0.74        -1.91
2012  1  35610000          5.93        -5.49        -1.17        -1.91
2012  1  35670000          5.95        -5.50        -0.98        -2.06
2012  1  35730000          5.94        -5.49        -0.95        -2.07
2012  1  35790000          5.73        -5.35        -0.60        -1.95
2012  1  35850000          5.80        -5.41        -0.09        -2.09
2012  1  35910000          5.84        -5.40         0.55        -2.15
2012  1  35970000          5.89        -5.48         0.59        -2.07
2012  1  36030000          6.02        -5.57         0.38        -2.22
2012  1  36090000          6.01        -5.57         0.31        -2.23
2012  1  36150000          5.96        -5.55         0.15        -2.19
2012  1  36210000          6.05        -5.61         0.08        -2.27
2012  1  36270000          6.04        -5.59        -0.03        -2.28
2012  1  36330000          5.96        -5.51        -0.14        -2.25
2012  1  36390000          5.31        -4.82         0.12        -2.22
2012  1  36450000          5.22        -4.79        -0.10        -2.05
2012  1  36510000          5.22        -4.80        -0.44        -1.99
2012  1  36570000          5.31        -4.92        -0.52        -1.92
2012  1  36630000          5.39        -4.98        -0.76        -1.91
2012  1  36690000          5.47        -5.10        -0.61        -1.89
2012  1  36750000          5.59        -5.25        -0.38        -1.90
2012  1  36810000          5.54        -5.19        -0.38        -1.89
2012  1  36870000          5.56        -5.16        -0.78        -1.83
2012  1  36930000          5.49        -5.10        -1.04        -1.76
2012  1  36990000          5.55        -5.11        -1.28        -1.74
2012  1  37050000          5.80        -5.30        -1.05        -1.97
2012  1  37110000          6.15        -5.69        -0.58        -2.25
2012  1  37170000          6.13        -5.69        -0.72        -2.16
2012  1  37230000          6.05        -5.63        -0.85        -2.02
2012  1  37290000          5.82        -5.42        -1.34        -1.58
2012  1  37350000          5.93        -5.53        -1.13        -1.80
2012  1  37410000          5.91        -5.47        -0.89        -2.05
2012  1  37470000          5.92        -5.48        -0.64        -2.15
2012  1  37530000          6.04        -5.68        -0.74        -1.92
2012  1  37590000          6.05        -5.66        -0.73        -2.01
2012  1  37650000          6.00        -5.62        -0.90        -1.88
2012  1  37710000          5.98        -5.47        -0.83        -2.28
2012  1  37770000          5.98        -5.47        -0.75        -2.27
2012  1  37830000          5.87        -5.44        -0.17        -2.19
2012  1  37890000          5.84        -5.41        -0.07        -2.18
